Branch Code,Branch Name,Product Type,Product Name,Scheme Name,Customer Id,Application ID,Application Type,Channel
610,UDUMALPET HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000196618,APHL000000136858,New Application,Connector
566,SANGAREDDY,Home Loan,HOME LOAN,Self Construction,GLBCUST00000148163,APHL000000111180,New Application,Connector
40,BATHINDA,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Topup on Existing Loan,GLBCUST00000211076,APHL000000143929,Top-up without Closure,Alternate Channel
640,BADWANI HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000211570,APHL000000142742,New Application,Connector
494,THENI,Home Loan,HOME LOAN,Self Construction,GLBCUST00000193922,APHL000000135589,New Application,DIRECT
605,MEERUT HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000190336,APHL000000133865,New Application,DIRECT
674,VIDISHA,Loan Against Property,LOAN AGAINST PROPERTY - HFC,BT LAP,GLBCUST00000199679,APHL000000138412,Balance Transfer without Top-up,DIRECT
615,INDORE HL,Home Loan,HOME LOAN,Plot Purchase Plus Construction,GLBCUST00000199486,APHL000000137952,New Application,Connector
180,UJJAIN,Home Loan,HOME LOAN,Renovation,GLBCUST00000191321,APHL000000134406,New Application,DIRECT
180,UJJAIN,Home Loan,HOME LOAN,Self Construction,GLBCUST00000196878,APHL000000134159,New Application,DIRECT
127,SALEM,Home Loan,HOME LOAN,Self Construction,GLBCUST00000192424,APHL000000134482,New Application,DIRECT
129,DAVANGERE,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000199613,APHL000000138185,New Application,DIRECT
668,RAJAHMUNDRY HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000203194,APHL000000140137,New Application,Connector
494,THENI,Home Loan,HOME LOAN,Self Construction,GLBCUST00000199909,APHL000000138218,New Application,DIRECT
199,KOTA,Home Loan,HOME LOAN,Plot Purchase Plus Construction,GLBCUST00000190212,APHL000000133515,New Application,DIRECT
587,UDAIPUR HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000207117,APHL000000142437,New Application,Connector
676,BULANDSHAHR,Home Loan,HOME LOAN,Self Construction,GLBCUST00000211016,APHL000000141699,New Application,DIRECT
126,MADURAI,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000201290,APHL000000139226,New Application,DIRECT
180,UJJAIN,Home Loan,HOME LOAN,Self Construction,GLBCUST00000186102,APHL000000132241,New Application,DIRECT
615,INDORE HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000201866,APHL000000136765,New Application,DIRECT
615,INDORE HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000204477,APHL000000140873,New Application,DIRECT
40,BATHINDA,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Top-Up on HL BT,GLBCUST00000211689,APHL000000144452,Top-up without Closure,Connector
671,MORADABAD HL,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000198538,APHL000000137541,New Application,DIRECT
588,MYSORE HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000203800,APHL000000140827,New Application,Connector
615,INDORE HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000211643,APHL000000144527,New Application,DIRECT
600,AGAR HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000208464,APHL000000143079,New Application,DIRECT
600,AGAR HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000165407,APHL000000117643,New Application,DIRECT
584,PANIPAT HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000196767,APHL000000136075,New Application,DIRECT
55,VARANASI,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000208449,APHL000000143101,New Application,Connector
628,NAGPUR HL,Home Loan,HOME LOAN,Plot Purchase Plus Construction,GLBCUST00000204772,APHL000000138913,New Application,Connector
629,PITHAMPUR HL,Home Loan,HOME LOAN,Balance Transfer - Home Loan,GLBCUST00000176265,APHL000000126270,Balance Transfer with Top-up,Connector
491,BOISAR,Home Loan,HOME LOAN,Ready - Builder Purchase,GLBCUST00000203171,APHL000000140434,New Application,Connector
62,JODHPUR,Home Loan,HOME LOAN,Self Construction,GLBCUST00000205521,APHL000000141625,New Application,Connector
669,ALIGARH HL,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000200804,APHL000000134927,New Application,DIRECT
615,INDORE HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000201886,APHL000000137638,New Application,DIRECT
623,RO JAIPUR HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000205578,APHL000000141833,New Application,Connector
594,AHMEDNAGAR HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000208531,APHL000000143146,New Application,Connector
596,KANPUR HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000167042,APHL000000120679,New Application,Connector
647,SANGRUR HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000208073,APHL000000140732,New Application,Connector
605,MEERUT HL,Home Loan,HOME LOAN,Balance Transfer - Home Loan,GLBCUST00000198665,APHL000000137634,Balance Transfer with Top-up,Connector
675,PRATAPGARH HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000195326,APHL000000126941,New Application,DIRECT
472,DEWAS,Home Loan,HOME LOAN,Self Construction,GLBCUST00000164732,APHL000000119539,New Application,DIRECT
593,KHARGONE HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000209438,APHL000000143408,New Application,Connector
180,UJJAIN,Home Loan,HOME LOAN,Self Construction,GLBCUST00000205249,APHL000000137394,New Application,DIRECT
55,VARANASI,Home Loan,HOME LOAN,Plot Purchase Plus Construction,GLBCUST00000206110,APHL000000140236,New Application,Connector
44,ALLAHABAD,Home Loan,HOME LOAN,Plot Purchase Plus Construction,GLBCUST00000199585,APHL000000137067,New Application,DIRECT
472,DEWAS,Home Loan,HOME LOAN,Under Construction - Builder Purchase,GLBCUST00000148869,APHL000000111233,New Application,DIRECT
274,MANDSAUR,Home Loan,HOME LOAN,Self Construction,GLBCUST00000203544,APHL000000140143,New Application,DIRECT
586,PATIALA HL,Home Loan,HOME LOAN,Plot Purchase Plus Construction,GLBCUST00000184857,APHL000000129447,New Application,Connector
494,THENI,Home Loan,HOME LOAN,Self Construction,GLBCUST00000206941,APHL000000142203,New Application,DIRECT
623,RO JAIPUR HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000208629,APHL000000142905,New Application,Connector
629,PITHAMPUR HL,Home Loan,HOME LOAN,Plot Purchase Plus Construction,GLBCUST00000206329,APHL000000141433,New Application,DIRECT
592,GWALIOR HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000154958,APHL000000112704,New Application,DIRECT
615,INDORE HL,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000199631,APHL000000136800,New Application,Connector
614,ASHTA HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000204798,APHL000000140762,New Application,DIRECT
472,DEWAS,Home Loan,HOME LOAN,Self Construction,GLBCUST00000144549,APHL000000109038,New Application,DIRECT
652,GURUGRAM HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Top-Up on HL BT,GLBCUST00000204245,APHL000000140095,Top-up without Closure,DIRECT
603,Ayodhya HL,Home Loan,HOME LOAN,Plot Purchase Plus Construction,GLBCUST00000208124,APHL000000142489,New Application,DIRECT
258,L B NAGAR - HYDERABAD,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000201745,APHL000000139139,New Application,Connector
592,GWALIOR HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000185892,APHL000000130180,New Application,DIRECT
586,PATIALA HL,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000185226,APHL000000130985,New Application,DIRECT
572,Neemuch HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Topup on Existing Loan,GLBCUST00000211166,APHL000000143925,Top-up without Closure,DIRECT
615,INDORE HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000204458,APHL000000141274,New Application,DIRECT
623,RO JAIPUR HL,Home Loan,HOME LOAN,Plot Purchase Plus Construction,GLBCUST00000187947,APHL000000132647,New Application,Connector
124,KOLHAPUR,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000207349,APHL000000141582,New Application,DIRECT
615,INDORE HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000198195,APHL000000137084,New Application,DIRECT
644,AMEERPET HL,Home Loan,HOME LOAN,Ready - Builder Purchase,GLBCUST00000201230,APHL000000139214,New Application,Connector
639,BADNAGAR HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000202367,APHL000000139393,New Application,DIRECT
643,RISHIKESH HL,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000199540,APHL000000137815,New Application,Connector
415,RATLAM,Home Loan,HOME LOAN,Self Construction,GLBCUST00000201337,APHL000000139274,New Application,DIRECT
648,GORAKHPUR HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000211355,APHL000000144418,New Application,Connector
615,INDORE HL,Home Loan,HOME LOAN,Plot Purchase Plus Construction,GLBCUST00000201664,APHL000000139576,New Application,Connector
589,SURAT HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Topup on Existing Loan,GLBCUST00000206948,APHL000000137275,Top-up without Closure,Connector
258,L B NAGAR - HYDERABAD,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000198243,APHL000000137379,New Application,Connector
235,KALYAN,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000204486,APHL000000140175,New Application,DIRECT
604,BAREILLY HL,Home Loan,HOME LOAN,Plot Purchase Plus Construction,GLBCUST00000180337,APHL000000127318,New Application,Connector
399,GHAZIABAD,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000210217,APHL000000143963,New Application,DIRECT
649,NEW DELHI HL,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000210190,APHL000000143652,New Application,Connector
472,DEWAS,Home Loan,HOME LOAN,Self Construction,GLBCUST00000153806,APHL000000112382,New Application,DIRECT
540,SAHARANPUR,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000204942,APHL000000140379,New Application,Connector
604,BAREILLY HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000206837,APHL000000142163,New Application,Connector
180,UJJAIN,Home Loan,HOME LOAN,Self Construction,GLBCUST00000200945,APHL000000139272,New Application,DIRECT
578,Solapur HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000202410,APHL000000138129,New Application,DIRECT
55,VARANASI,Home Loan,HOME LOAN,Self Construction,GLBCUST00000197796,APHL000000137194,New Application,Connector
274,MANDSAUR,Home Loan,HOME LOAN,Self Construction,GLBCUST00000207699,APHL000000142002,New Application,DIRECT
597,TRICHY HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000165246,APHL000000120251,New Application,DIRECT
28,CHENNAI,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Topup on Existing Loan,GLBCUST00000210826,APHL000000144113,Top-up without Closure,DIRECT
628,NAGPUR HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000187435,APHL000000130267,New Application,Connector
625,LUDHIANA HL,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000189419,APHL000000132377,New Application,Connector
604,BAREILLY HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Top-Up on HL BT,GLBCUST00000176382,APHL000000126934,Top-up without Closure,DIRECT
634,CHANDIGARH HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000202926,APHL000000139989,New Application,Connector
639,BADNAGAR HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000210191,APHL000000142725,New Application,Connector
659,NOIDA HL,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000183193,APHL000000129649,New Application,DIRECT
657,BHIWANI HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000203850,APHL000000140515,New Application,Connector
180,UJJAIN,Home Loan,HOME LOAN,Self Construction,GLBCUST00000130564,APHL000000101077,New Application,DIRECT
98,AJMER,Home Loan,HOME LOAN,Self Construction,GLBCUST00000158906,APHL000000116274,New Application,Connector
588,MYSORE HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Top-Up on HL BT,GLBCUST00000202924,APHL000000140283,Top-up without Closure,Connector
634,CHANDIGARH HL,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000193172,APHL000000135314,New Application,Connector
199,KOTA,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Top-Up on HL BT,GLBCUST00000198823,APHL000000137758,Top-up without Closure,Connector
474,SHUJALPUR,Home Loan,HOME LOAN,Self Construction,GLBCUST00000194118,APHL000000135634,New Application,DIRECT
627,NASHIK HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Topup on Existing Loan,GLBCUST00000178343,APHL000000144312,Top-up without Closure,DIRECT
415,RATLAM,Home Loan,HOME LOAN,Balance Transfer - Home Loan,GLBCUST00000205276,APHL000000141769,Balance Transfer with Top-up,DIRECT
399,GHAZIABAD,Loan Against Property,LOAN AGAINST PROPERTY - HFC,BT LAP,GLBCUST00000200521,APHL000000138961,Balance Transfer with Top-up,Connector
560,FARIDKOT,Home Loan,HOME LOAN,Balance Transfer - Home Loan,GLBCUST00000190403,APHL000000131359,Balance Transfer without Top-up,DIRECT
399,GHAZIABAD,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000185609,APHL000000129999,New Application,Connector
636,VILLUPURAM HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000206677,APHL000000141671,New Application,Connector
676,BULANDSHAHR,Home Loan,HOME LOAN,Self Construction,GLBCUST00000203063,APHL000000140214,New Application,DIRECT
129,DAVANGERE,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000200302,APHL000000138789,New Application,Connector
117,JALGAON,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000189348,APHL000000133076,New Application,Connector
117,JALGAON,Home Loan,HOME LOAN,Self Construction,GLBCUST00000208773,APHL000000141524,New Application,DIRECT
637,AHMEDABAD HL,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000203965,APHL000000139468,New Application,Connector
649,NEW DELHI HL,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000204722,APHL000000141575,New Application,Connector
668,RAJAHMUNDRY HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000198497,APHL000000137302,New Application,Connector
601,AKOLA HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000188439,APHL000000130669,New Application,DIRECT
673,KENGERI BANGALORE,Home Loan,HOME LOAN,Plot Purchase Plus Construction,GLBCUST00000204359,APHL000000139782,New Application,Connector
474,SHUJALPUR,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000193947,APHL000000130144,New Application,DIRECT
173,HARIDWAR,Home Loan,HOME LOAN,Self Construction,GLBCUST00000179410,APHL000000128062,New Application,Connector
673,KENGERI BANGALORE,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000205852,APHL000000140785,New Application,Connector
589,SURAT HL,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000204747,APHL000000140151,New Application,Connector
629,PITHAMPUR HL,Home Loan,HOME LOAN,Under Construction - Builder Purchase,GLBCUST00000191675,APHL000000134175,New Application,DIRECT
40,BATHINDA,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Topup on Existing Loan,GLBCUST00000209013,APHL000000142963,Top-up without Closure,DIRECT
623,RO JAIPUR HL,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000189204,APHL000000133164,New Application,Connector
668,RAJAHMUNDRY HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000203201,APHL000000137477,New Application,Connector
572,Neemuch HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000160077,APHL000000117330,New Application,DIRECT
596,KANPUR HL,Home Loan,HOME LOAN,Plot Purchase Plus Construction,GLBCUST00000201028,APHL000000139260,New Application,DIRECT
665,ROORKEE HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000154929,APHL000000114377,New Application,Connector
472,DEWAS,Home Loan,HOME LOAN,Self Construction,GLBCUST00000185254,APHL000000131380,New Application,DIRECT
677,MIRZAPUR HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000199505,APHL000000136444,New Application,DIRECT
13,ASANSOL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Topup on Existing Loan,GLBCUST00000206628,APHL000000142141,Top-up without Closure,Alternate Channel
412,DHAR,Home Loan,HOME LOAN,Ready - Builder Purchase,GLBCUST00000206453,APHL000000141766,New Application,DIRECT
173,HARIDWAR,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000177193,APHL000000123827,New Application,DIRECT
538,ELURU,Home Loan,HOME LOAN,Self Construction,GLBCUST00000162143,APHL000000118440,New Application,Connector
494,THENI,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000199911,APHL000000138283,New Application,DIRECT
274,MANDSAUR,Home Loan,HOME LOAN,Self Construction,GLBCUST00000129233,APHL000000101557,New Application,DIRECT
647,SANGRUR HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000161858,APHL000000118688,New Application,DIRECT
494,THENI,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Topup on Existing Loan,GLBCUST00000199006,APHL000000137991,Top-up without Closure,DIRECT
180,UJJAIN,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000196984,APHL000000135540,New Application,DIRECT
615,INDORE HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Topup on Existing Loan,GLBCUST00000200432,APHL000000138498,Top-up without Closure,DIRECT
660,RAEBARELI HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000206413,APHL000000142022,New Application,Connector
647,SANGRUR HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000122733,APHL000000098355,New Application,DIRECT
258,L B NAGAR - HYDERABAD,Home Loan,HOME LOAN,Self Construction,GLBCUST00000196000,APHL000000136626,New Application,Connector
540,SAHARANPUR,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000205412,APHL000000140039,New Application,DIRECT
663,VIZIANAGARAM HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000205888,APHL000000141120,New Application,Connector
615,INDORE HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000153795,APHL000000113860,New Application,DIRECT
595,JALANDHAR HL,Home Loan,HOME LOAN,Plot Purchase Plus Construction,GLBCUST00000208583,APHL000000142808,New Application,DIRECT
629,PITHAMPUR HL,Home Loan,HOME LOAN,Under Construction - Builder Purchase,GLBCUST00000199704,APHL000000138411,New Application,DIRECT
666,ALWAR HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Topup on Existing Loan,GLBCUST00000201123,APHL000000139395,Top-up without Closure,DIRECT
569,VIRAR MUMBAI,Home Loan,HOME LOAN,Ready - Builder Purchase,GLBCUST00000188121,APHL000000131541,New Application,DIRECT
623,RO JAIPUR HL,Home Loan,HOME LOAN,Plot Purchase Plus Construction,GLBCUST00000126911,APHL000000100414,New Application,Connector
540,SAHARANPUR,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000195904,APHL000000131269,New Application,DIRECT
672,BANASWADI,Home Loan,HOME LOAN,Plot Purchase Plus Construction,GLBCUST00000211071,APHL000000137746,New Application,Connector
605,MEERUT HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000191227,APHL000000134241,New Application,DIRECT
630,LUCKNOW HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000128629,APHL000000100983,New Application,DIRECT
578,Solapur HL,Home Loan,HOME LOAN,Resale Purchase-Seller BT,GLBCUST00000186391,APHL000000128963,New Application,DIRECT
605,MEERUT HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000156435,APHL000000114660,New Application,Connector
573,Sanawad HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000201065,APHL000000139232,New Application,DIRECT
615,INDORE HL,Home Loan,HOME LOAN,Under Construction - Builder Purchase,GLBCUST00000200783,APHL000000138714,New Application,Connector
173,HARIDWAR,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Topup on Existing Loan,GLBCUST00000194699,APHL000000136153,Top-up without Closure,DIRECT
98,AJMER,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000208070,APHL000000142729,New Application,Connector
126,MADURAI,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Topup on Existing Loan,GLBCUST00000209190,APHL000000142755,Top-up without Closure,DIRECT
597,TRICHY HL,Home Loan,HOME LOAN,Plot Purchase Plus Construction,GLBCUST00000208491,APHL000000142491,New Application,DIRECT
472,DEWAS,Home Loan,HOME LOAN,Self Construction,GLBCUST00000208520,APHL000000143105,New Application,DIRECT
559,LAXMI NAGAR - NEW DELHI,Home Loan,HOME LOAN,Plot Purchase Plus Construction,GLBCUST00000123682,APHL000000098735,New Application,DIRECT
34,DEHRADUN,Home Loan,HOME LOAN,Self Construction,GLBCUST00000211614,APHL000000144455,New Application,Connector
659,NOIDA HL,Home Loan,HOME LOAN,Ready - Builder Purchase,GLBCUST00000211266,APHL000000144009,New Application,DIRECT
34,DEHRADUN,Home Loan,HOME LOAN,Self Construction,GLBCUST00000202310,APHL000000139519,New Application,DIRECT
591,GUNA HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000201255,APHL000000139409,New Application,DIRECT
180,UJJAIN,Home Loan,HOME LOAN,Self Construction,GLBCUST00000194642,APHL000000127866,New Application,DIRECT
600,AGAR HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000212038,APHL000000143474,New Application,DIRECT
622,AGRA HL,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000205243,APHL000000141501,New Application,DIRECT
173,HARIDWAR,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000196227,APHL000000136455,New Application,DIRECT
615,INDORE HL,Home Loan,HOME LOAN,Under Construction - Builder Purchase,GLBCUST00000195015,APHL000000135769,New Application,Connector
600,AGAR HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000201945,APHL000000139756,New Application,DIRECT
474,SHUJALPUR,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000195029,APHL000000136089,New Application,DIRECT
615,INDORE HL,Home Loan,HOME LOAN,Ready - Builder Purchase,GLBCUST00000161441,APHL000000118094,New Application,DIRECT
630,LUCKNOW HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000208545,APHL000000142627,New Application,Connector
600,AGAR HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000210390,APHL000000143258,New Application,DIRECT
472,DEWAS,Home Loan,HOME LOAN,Self Construction,GLBCUST00000185043,APHL000000130794,New Application,DIRECT
682,MUZAFFARNAGAR HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000200761,APHL000000139114,New Application,DIRECT
412,DHAR,Home Loan,HOME LOAN,Self Construction,GLBCUST00000209181,APHL000000138763,New Application,DIRECT
401,MATHURA,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000212046,APHL000000143296,New Application,Connector
695,TENKASI,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000208136,APHL000000142257,New Application,Connector
689,BUDAUN,Home Loan,HOME LOAN,Self Construction,GLBCUST00000211559,APHL000000143312,New Application,DIRECT
180,UJJAIN,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000204299,APHL000000140598,New Application,DIRECT
596,KANPUR HL,Home Loan,HOME LOAN,Plot Purchase Plus Construction,GLBCUST00000196835,APHL000000136813,New Application,DIRECT
494,THENI,Home Loan,HOME LOAN,Self Construction,GLBCUST00000156004,APHL000000115125,New Application,Connector
660,RAEBARELI HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000124849,APHL000000099399,New Application,DIRECT
601,AKOLA HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000205571,APHL000000140650,New Application,DIRECT
274,MANDSAUR,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000209862,APHL000000143218,New Application,DIRECT
681,SONIPAT HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000205092,APHL000000139792,New Application,DIRECT
618,AURANGABAD HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Topup on Existing Loan,GLBCUST00000211600,APHL000000144513,Top-up without Closure,Alternate Channel
660,RAEBARELI HL,Home Loan,HOME LOAN,Plot Purchase Plus Construction,GLBCUST00000201551,APHL000000138191,New Application,Connector
557,RUDRAPUR,Home Loan,HOME LOAN,Plot Purchase Plus Construction,GLBCUST00000204566,APHL000000141065,New Application,Connector
572,Neemuch HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000211088,APHL000000144332,New Application,DIRECT
572,Neemuch HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000198379,APHL000000137495,New Application,DIRECT
622,AGRA HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000206706,APHL000000142182,New Application,Connector
636,VILLUPURAM HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000204776,APHL000000141568,New Application,Connector
606,DAUSA HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000122555,APHL000000097706,New Application,Connector
118,COIMBATORE,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000207220,APHL000000142470,New Application,Connector
640,BADWANI HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000209338,APHL000000143027,New Application,DIRECT
605,MEERUT HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000199244,APHL000000137863,New Application,DIRECT
540,SAHARANPUR,Home Loan,HOME LOAN,Renovation,GLBCUST00000182077,APHL000000128811,New Application,DIRECT
472,DEWAS,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Topup on Existing Loan,GLBCUST00000204186,APHL000000141325,Top-up without Closure,DIRECT
472,DEWAS,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000209832,APHL000000143043,New Application,DIRECT
180,UJJAIN,Home Loan,HOME LOAN,Self Construction,GLBCUST00000212140,APHL000000144654,New Application,DIRECT
614,ASHTA HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000202090,APHL000000139511,New Application,DIRECT
472,DEWAS,Home Loan,HOME LOAN,Self Construction,GLBCUST00000164917,APHL000000120072,New Application,DIRECT
540,SAHARANPUR,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Topup on Existing Loan,GLBCUST00000199513,APHL000000137929,Top-up without Closure,DIRECT
615,INDORE HL,Home Loan,HOME LOAN,Plot Purchase Plus Construction,GLBCUST00000201681,APHL000000139570,New Application,Connector
